num_iter,eps_b,obj,solve_time
1.0,0.01,0.0028157580987728625,0.005478858947753906
1.0,0.02,0.0028717917125412077,0.0020401477813720703
1.0,0.1,0.003391188251893572,0.0032460689544677734
1.0,0.25,0.0046779223911336005,0.007963895797729492
1.0,0.5,0.007730082486526627,0.009213924407958984
2.0,0.01,0.0007038857214673055,0.0022008419036865234
2.0,0.02,0.0007179479281353023,0.0073468685150146484
2.0,0.1,0.0008462794939311217,0.029153823852539062
2.0,0.25,0.0011694760015067188,0.05182909965515137
2.0,0.5,0.001932513443157109,0.022343158721923828
3.0,0.01,0.0001758595675121743,0.016582965850830078
3.0,0.02,0.0001792550582272618,0.01939702033996582
3.0,0.1,0.00021194181797806137,0.14226698875427246
3.0,0.25,0.00029014043074703953,0.5625929832458496
3.0,0.5,0.0004831301554079114,0.011508941650390625
4.0,0.01,4.361928726915893e-05,0.0265350341796875
4.0,0.02,4.438197013818248e-05,0.039988040924072266
4.0,0.1,5.0684470073328195e-05,0.648535966873169
4.0,0.25,6.967124176511432e-05,7.702306032180786
4.0,0.5,0.00012073415617022427,0.005475044250488281
5.0,0.01,1.085079464983635e-05,0.014760017395019531
5.0,0.02,1.0988830894931604e-05,0.05771803855895996
5.0,0.1,1.217989218889673e-05,1.2064390182495117
5.0,0.25,1.7061605463722417e-05,43.18722414970398
5.0,0.5,3.019563471299419e-05,0.0124359130859375
6.0,0.01,2.649799901801881e-06,0.021602869033813477
6.0,0.02,2.7272910366224305e-06,0.06197094917297363
6.0,0.1,2.7038670976286747e-06,1.6579539775848389
6.0,0.25,4.052743838884633e-06,99.81472396850586
6.0,0.5,7.548908678241609e-06,0.012955904006958008
7.0,0.01,6.851271701269115e-07,0.016048908233642578
7.0,0.02,6.818227591570171e-07,0.05018305778503418
7.0,0.1,7.022700652212655e-07,1.5384528636932373
7.0,0.25,8.315311224543591e-07,124.50147604942322
7.0,0.5,1.8872271695617032e-06,0.012494087219238281
8.0,0.01,1.7128179253264944e-07,0.01891303062438965
8.0,0.02,1.7045641927245989e-07,0.07045483589172363
8.0,0.1,1.557410418643202e-07,1.4784598350524902
8.0,0.25,2.1810660276802563e-07,122.4266209602356
8.0,0.5,4.718067923951963e-07,0.007085084915161133
9.0,0.01,4.282044813218658e-08,0.019383907318115234
9.0,0.02,4.166899974047435e-08,0.07626700401306152
9.0,0.1,4.1476601123904486e-08,1.657236099243164
9.0,0.25,4.044643024691576e-08,131.37456893920898
9.0,0.5,4.299219405479171e-08,0.004525899887084961
