sdp_objval,sdp_solvetime,num_cones,problem_dim,x_dim,num_Aeq,num_Au,num_Al,mosek_tol,sdp_canontime,orig_m,orig_n,b_cmul,b_r,K,t,alg,lambd
3.1125717229383905,9.352774247061461,8,96,4656,2176,2,9180,1e-07,13.998260259628296,20,15,10,0.5,1,0.01,ista,5
3.1133527075462135,21.39637687196955,14,126,8001,3211,3,15810,1e-07,23.946108102798462,20,15,10,0.5,1,0.01,fista,5
1.2277719977549109,37.881857108091936,23,156,12246,5251,2,24300,1e-07,38.62758183479309,20,15,10,0.5,2,0.01,ista,5
1.2278928093286945,93.76015993696637,41,201,20301,7771,3,40320,1e-07,69.15920519828796,20,15,10,0.5,2,0.01,fista,5
0.6168727044779194,113.76153433602303,46,216,23436,9226,2,46620,1e-07,81.72208499908447,20,15,10,0.5,3,0.01,ista,5
0.08933293187014657,316.8425682699308,83,276,38226,13681,3,76080,1e-07,139.96927738189697,20,15,10,0.5,3,0.01,fista,5
0.37717945703736266,211.29778861091472,77,276,38226,14101,2,76140,1e-07,140.98594689369202,20,15,10,0.5,4,0.01,ista,5
0.07966419340079112,689.9059013188817,140,351,61776,20941,3,123090,1e-07,237.89992570877075,20,15,10,0.5,4,0.01,fista,5
0.25945128820675145,403.1521112967748,116,336,56616,19876,2,112860,1e-07,219.30808925628662,20,15,10,0.5,5,0.01,ista,5
0.04466188676721217,1490.1234051790088,212,426,90951,29551,3,181350,1e-07,393.62313175201416,20,15,10,0.5,5,0.01,fista,5
0.19534369650948857,693.4051200009417,163,396,78606,26551,2,156780,1e-07,340.982209444046,20,15,10,0.5,6,0.01,ista,5
0.046090066065096025,2886.7483995729126,299,501,125751,39511,3,250860,1e-07,590.2634932994843,20,15,10,0.5,6,0.01,fista,5
0.15632135064902952,1326.7580236298963,218,456,104196,34126,2,207900,1e-07,476.76707911491394,20,15,10,0.5,7,0.01,ista,5
0.14059128186227587,5687.84211933706,401,576,166176,50821,3,331620,1e-07,866.3225581645966,20,15,10,0.5,7,0.01,fista,5
