sdp_objval,sdp_solvetime,num_cones,x_dim,num_Aeq,Aeq_nnz,num_Au,Au_nnz,num_Al,Al_nnz,sdp_canontime,orig_m,orig_n,b_r,K,t
0.091033144675019,222.0965476310812,33.0,32896.0,8701.0,1227181.0,2.0,75.0,65490.0,171074.0,81.14019632339478,30.0,15.0,0.1,7.0,0.01339414342525551
0.09957188338557277,191.3598041557707,33.0,32896.0,8701.0,1227181.0,2.0,75.0,65490.0,171646.0,83.83712887763977,30.0,15.0,0.1,7.0,0.01659361989032583
0.07924136348705701,277.1068619680591,33.0,32896.0,8701.0,1227181.0,2.0,75.0,65490.0,172313.0,84.94906854629517,30.0,15.0,0.1,7.0,0.02055735946095892
0.07901874388848285,259.4836695957929,33.0,32896.0,8701.0,1227181.0,2.0,75.0,65490.0,172344.0,86.85933899879456,30.0,15.0,0.1,7.0,0.02546792265944685
0.08531821960078823,256.1126985209994,33.0,32896.0,8701.0,1227181.0,2.0,75.0,65490.0,172344.0,82.22027850151062,30.0,15.0,0.1,7.0,0.025900649915117663
0.09952316526253746,269.0415741209872,33.0,32896.0,8701.0,1227181.0,2.0,75.0,65490.0,172344.0,86.22473621368408,30.0,15.0,0.1,7.0,0.02634072966986367
0.11983102438584936,233.7145667229779,33.0,32896.0,8701.0,1227181.0,2.0,75.0,65490.0,172344.0,83.48812484741211,30.0,15.0,0.1,7.0,0.026788286850511024
0.07133836006831551,235.19017110718414,38.0,41041.0,9976.0,1403971.0,2.0,75.0,81750.0,214626.0,110.20265769958496,30.0,15.0,0.1,8.0,0.01339414342525551
0.06699332711005912,192.8048640708439,38.0,41041.0,9976.0,1403971.0,2.0,75.0,81750.0,215258.0,105.1841549873352,30.0,15.0,0.1,8.0,0.01659361989032583
0.0592248922798273,212.09854935202748,38.0,41041.0,9976.0,1403971.0,2.0,75.0,81750.0,215985.0,104.60253310203552,30.0,15.0,0.1,8.0,0.02055735946095892
0.05485946387699592,234.34920391300693,38.0,41041.0,9976.0,1403971.0,2.0,75.0,81750.0,216041.0,103.98229575157166,30.0,15.0,0.1,8.0,0.02546792265944685
0.055810454677450494,311.3900531879626,38.0,41041.0,9976.0,1403971.0,2.0,75.0,81750.0,216041.0,103.8204071521759,30.0,15.0,0.1,8.0,0.025900649915117663
0.06470395326850031,260.9475572137162,38.0,41041.0,9976.0,1403971.0,2.0,75.0,81750.0,216041.0,108.06094360351562,30.0,15.0,0.1,8.0,0.02634072966986367
0.08148182386534408,250.32237963564694,38.0,41041.0,9976.0,1403971.0,2.0,75.0,81750.0,216041.0,104.66311502456665,30.0,15.0,0.1,8.0,0.026788286850511024
