sdp_objval,sdp_solvetime,num_cones,x_dim,num_Aeq,Aeq_nnz,num_Au,Au_nnz,num_Al,Al_nnz,sdp_canontime,orig_m,orig_n,mu,L,b_r,K,t
9.502744341094402,0.07558703422546387,3.0,351.0,126.0,3506.0,2.0,25.0,660.0,1524.0,0.3239459991455078,10.0,5.0,1.757850067338638,22.31166433154214,0.1,1.0,silver
16.330588008254686,0.06793594360351562,3.0,351.0,126.0,3506.0,2.0,25.0,660.0,1524.0,0.30896806716918945,10.0,5.0,1.757850067338638,22.31166433154214,0.1,1.0,0.08309266098417836
7.636127186189707,0.19135403633117676,8.0,666.0,276.0,7411.0,2.0,25.0,1280.0,2988.0,0.6200191974639893,10.0,5.0,1.757850067338638,22.31166433154214,0.1,2.0,silver
4.543569324159851,0.19008898735046387,8.0,666.0,276.0,7411.0,2.0,25.0,1280.0,2988.0,0.6197330951690674,10.0,5.0,1.757850067338638,22.31166433154214,0.1,2.0,0.08309266098417836
1.0821000958465419,0.5452609062194824,15.0,1081.0,451.0,11716.0,2.0,25.0,2100.0,4932.0,1.0503718852996826,10.0,5.0,1.757850067338638,22.31166433154214,0.1,3.0,silver
1.5419667970963928,0.5368201732635498,15.0,1081.0,451.0,11716.0,2.0,25.0,2100.0,4932.0,1.0695250034332275,10.0,5.0,1.757850067338638,22.31166433154214,0.1,3.0,0.08309266098417836
3.0445997225832,1.0640830993652344,24.0,1596.0,651.0,16421.0,2.0,25.0,3120.0,7356.0,1.553745985031128,10.0,5.0,1.757850067338638,22.31166433154214,0.1,4.0,silver
0.5576636163044597,1.0899639129638672,24.0,1596.0,651.0,16421.0,2.0,25.0,3120.0,7356.0,1.5472469329833984,10.0,5.0,1.757850067338638,22.31166433154214,0.1,4.0,0.08309266098417836
0.060792603116269106,1.5001299381256104,35.0,2211.0,876.0,21526.0,2.0,25.0,4340.0,10392.0,2.183077096939087,10.0,5.0,1.757850067338638,22.31166433154214,0.1,5.0,silver
0.20783794797847577,1.3887560367584229,35.0,2211.0,876.0,21526.0,2.0,25.0,4340.0,10392.0,2.265550136566162,10.0,5.0,1.757850067338638,22.31166433154214,0.1,5.0,0.08309266098417836
0.06304723910463395,1.940722942352295,48.0,2926.0,1126.0,27031.0,2.0,25.0,5760.0,13948.0,2.926574945449829,10.0,5.0,1.757850067338638,22.31166433154214,0.1,6.0,silver
0.09534932829339482,1.8597190380096436,48.0,2926.0,1126.0,27031.0,2.0,25.0,5760.0,13948.0,2.9969658851623535,10.0,5.0,1.757850067338638,22.31166433154214,0.1,6.0,0.08309266098417836
0.013737609486554447,2.6439239978790283,63.0,3741.0,1401.0,32936.0,2.0,25.0,7380.0,18024.0,3.8501570224761963,10.0,5.0,1.757850067338638,22.31166433154214,0.1,7.0,silver
0.04494096193103303,2.1428439617156982,63.0,3741.0,1401.0,32936.0,2.0,25.0,7380.0,18024.0,3.886181354522705,10.0,5.0,1.757850067338638,22.31166433154214,0.1,7.0,0.08309266098417836
0.1951878806425924,3.3198020458221436,80.0,4656.0,1701.0,39241.0,2.0,25.0,9200.0,22620.0,4.842397928237915,10.0,5.0,1.757850067338638,22.31166433154214,0.1,8.0,silver
0.02160987518350055,2.9875969886779785,80.0,4656.0,1701.0,39241.0,2.0,25.0,9200.0,22620.0,4.7854390144348145,10.0,5.0,1.757850067338638,22.31166433154214,0.1,8.0,0.08309266098417836
0.000159827222304898,3.46618390083313,99.0,5671.0,2026.0,45946.0,2.0,25.0,11220.0,27736.0,5.92083215713501,10.0,5.0,1.757850067338638,22.31166433154214,0.1,9.0,silver
0.010480505111374327,3.3910720348358154,99.0,5671.0,2026.0,45946.0,2.0,25.0,11220.0,27736.0,5.882406949996948,10.0,5.0,1.757850067338638,22.31166433154214,0.1,9.0,0.08309266098417836
0.00021818203252621515,4.5372700691223145,120.0,6786.0,2376.0,53051.0,2.0,25.0,13440.0,33372.0,7.145344972610474,10.0,5.0,1.757850067338638,22.31166433154214,0.1,10.0,silver
0.005042163231848917,4.198083877563477,120.0,6786.0,2376.0,53051.0,2.0,25.0,13440.0,33372.0,7.184950828552246,10.0,5.0,1.757850067338638,22.31166433154214,0.1,10.0,0.08309266098417836
