sdp_objval,sdp_solvetime,num_cones,x_dim,num_Aeq,Aeq_nnz,num_Au,Au_nnz,num_Al,Al_nnz,sdp_canontime,orig_m,orig_n,mu,L,b_cmul,b_r,K,sched,t,seed
29.29316986047273,0.5664820671081543,3,820,301,16133,2,38,1576,3866,0.7513511180877686,15,8,3.0261713925295246,29.4063465917287,10,0.5,1,silver,0.04702430806278887,5
50.391632801953804,0.5696349143981934,3,820,301,16133,2,38,1576,3866,0.7484261989593506,15,8,3.0261713925295246,29.4063465917287,10,0.5,1,t_opt,0.06166650399980477,5
3.797361801628412,1.5915491580963135,8,1596,665,33801,2,38,3112,7898,1.5485622882843018,15,8,3.0261713925295246,29.4063465917287,10,0.5,2,silver,0.06422642583114227,5
5.0507589273280065,1.7474150657653809,8,1596,665,33801,2,38,3112,7898,1.5481488704681396,15,8,3.0261713925295246,29.4063465917287,10,0.5,2,t_opt,0.06166650399980477,5
0.6820506995991503,4.417577028274536,15,2628,1093,53005,2,38,5160,13338,2.6401779651641846,15,8,3.0261713925295246,29.4063465917287,10,0.5,3,silver,0.04702430806278887,5
2.2573864193821107,3.9285199642181396,15,2628,1093,53005,2,38,5160,13338,2.6414718627929688,15,8,3.0261713925295246,29.4063465917287,10,0.5,3,t_opt,0.06166650399980477,5
1.162322184353997,6.660521030426025,24,3916,1585,73745,2,38,7720,20104,4.00708794593811,15,8,3.0261713925295246,29.4063465917287,10,0.5,4,silver,0.09910796771515058,5
1.1845164709085554,7.412209987640381,24,3916,1585,73745,2,38,7720,20104,4.0049049854278564,15,8,3.0261713925295246,29.4063465917287,10,0.5,4,t_opt,0.06166650399980477,5
0.14031219134022405,10.641119956970215,35,5460,2141,96021,2,38,10792,28371,5.753921031951904,15,8,3.0261713925295246,29.4063465917287,10,0.5,5,silver,0.04702430806278887,5
0.6329279550157837,9.934548139572144,35,5460,2141,96021,2,38,10792,28165,5.839489936828613,15,8,3.0261713925295246,29.4063465917287,10,0.5,5,t_opt,0.06166650399980477,5
0.08336983785847757,9.872636079788208,48,7260,2761,119833,2,38,14376,37965,7.812548875808716,15,8,3.0261713925295246,29.4063465917287,10,0.5,6,silver,0.06422642583114227,5
0.34819919779359765,9.672921895980835,48,7260,2761,119833,2,38,14376,37727,7.78105092048645,15,8,3.0261713925295246,29.4063465917287,10,0.5,6,t_opt,0.06166650399980477,5
0.041891458103050866,13.979144811630249,63,9316,3445,145181,2,38,18472,49112,10.229834079742432,15,8,3.0261713925295246,29.4063465917287,10,0.5,7,silver,0.04702430806278887,5
0.19941038105945932,15.773230791091919,63,9316,3445,145181,2,38,18472,48713,10.259007930755615,15,8,3.0261713925295246,29.4063465917287,10,0.5,7,t_opt,0.06166650399980477,5
0.1722276460813171,22.701246976852417,80,11628,4193,172065,2,38,23080,61410,13.067596912384033,15,8,3.0261713925295246,29.4063465917287,10,0.5,8,silver,0.16385283255566538,5
0.12931980006609634,17.525737047195435,80,11628,4193,172065,2,38,23080,61123,12.999447107315063,15,8,3.0261713925295246,29.4063465917287,10,0.5,8,t_opt,0.06166650399980477,5
